"Census Profile, 2021 Census of Population"
,,,"Toronto--St. Paul's [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Language spoken most often at home","              Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Slavey, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tahltan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Kaska (Nahani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Tahltan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tlicho (Dogrib)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tse'khene (Sekani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tsilhqot'in (Chilcotin)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tutchone languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Northern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Southern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Tutchone, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Wetsuwet'en-Babine",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Tlingit",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Athabaskan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Haida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Inuktut (Inuit) languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Inuinnaqtun (Inuvialuktun)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Inuinnaqtun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Inuvialuktun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Inuktitut",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Inuktut (Inuit) languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Iroquoian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Cayuga",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Mohawk",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Oneida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Iroquoian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Ktunaxa (Kutenai)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Michif",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Salish languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Halkomelem",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Lillooet",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ntlakapamux (Thompson)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Secwepemctsin (Shuswap)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Squamish",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Straits",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Syilx (Okanagan)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Salish languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Siouan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Assiniboine",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Dakota",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Stoney",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Siouan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Tsimshian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Gitxsan (Gitksan)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Nisga'a",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Tsimshian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Wakashan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Haisla",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Heiltsuk",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Kwak'wala (Kwakiutl)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Nuu-chah-nulth (Nootka)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Wakashan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Indigenous languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Indigenous languages, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","      Non-Indigenous languages",, 17695,"",  7905,"",  9790,"",   15.3,"",   14.8,"",   15.8,"",
"Language spoken most often at home","        Afro-Asiatic languages",,   895,"",   420,"",   470,"",    0.8,"",    0.8,"",    0.8,"",
"Language spoken most often at home","          Berber languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Kabyle",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tamazight",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Berber languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Chadic languages",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Hausa",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Mina",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Coptic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Cushitic languages",,    25,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Bilen",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Oromo",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Somali",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Cushitic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Semitic languages",,   870,"",   415,"",   455,"",    0.8,"",    0.8,"",    0.7,"",
"Language spoken most often at home","            Amharic",,   120,"",    50,"",    65,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","            Arabic",,   365,"",   170,"",   190,"",    0.3,"",    0.3,"",    0.3,"",
"Language spoken most often at home","            Aramaic languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Assyrian Neo-Aramaic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Chaldean Neo-Aramaic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Aramaic, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Harari",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Hebrew",,   160,"",    75,"",    80,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","            Maltese",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Tigrigna",,   220,"",   115,"",   110,"",    0.2,"",    0.2,"",    0.2,"",
"Language spoken most often at home","            Semitic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Austro-Asiatic languages",,   290,"",   125,"",   165,"",    0.3,"",    0.2,"",    0.3,"",
"Language spoken most often at home","          Khmer (Cambodian)",,    30,"",    10,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Vietnamese",,   260,"",   120,"",   145,"",    0.2,"",    0.2,"",    0.2,"",
"Language spoken most often at home","          Austro-Asiatic languages, n.i.e",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Austronesian languages",,  1665,"",   635,"",  1025,"",    1.4,"",    1.2,"",    1.7,"",
"Language spoken most often at home","          Bikol",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Bisaya, n.o.s.",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Cebuano",,    50,"",    20,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Fijian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Hiligaynon",,    50,"",    25,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ilocano",,   140,"",    55,"",    85,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","          Indonesian",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Kankanaey",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Kinaray-a",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Malagasy languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Merina",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Malagasy, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Malay",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Pampangan (Kapampangan, Pampango)",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Pangasinan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Tagalog (Pilipino, Filipino)",,  1355,"",   515,"",   840,"",    1.2,"",    1.0,"",    1.4,"",
"Language spoken most often at home","          Waray-Waray",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Austronesian languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Creole languages",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Haitian Creole",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Jamaican English Creole",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Krio",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Morisyen",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Sango",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Creole, n.o.s.",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Creole languages, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Dravidian languages",,   525,"",   285,"",   240,"",    0.5,"",    0.5,"",    0.4,"",
"Language spoken most often at home","          Kannada",,    40,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Malayalam",,    65,"",    35,"",    35,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","          Tamil",,   255,"",   140,"",   115,"",    0.2,"",    0.3,"",    0.2,"",
"Language spoken most often at home","          Telugu",,   170,"",    95,"",    80,"",    0.1,"",    0.2,"",    0.1,"",
"Language spoken most often at home","          Tulu",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Dravidian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Georgian",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Hmong-Mien languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Indo-European languages",, 10245,"",  4665,"",  5580,"",    8.9,"",    8.7,"",    9.0,"",
"Language spoken most often at home","          Albanian",,   160,"",    80,"",    80,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","          Armenian",,    50,"",    25,"",    30,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Balto-Slavic languages",,  1755,"",   765,"",   995,"",    1.5,"",    1.4,"",    1.6,"",
"Language spoken most often at home","            Baltic languages",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Latvian",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Lithuanian",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Slavic languages",,  1735,"",   760,"",   980,"",    1.5,"",    1.4,"",    1.6,"",
"Language spoken most often at home","              Belarusian",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Bulgarian",,    65,"",    30,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Czech",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Macedonian",,    60,"",    35,"",    25,"",    0.1,"",    0.1,"",    0.0,"",
"Language spoken most often at home","              Polish",,   125,"",    45,"",    80,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Russian",,   885,"",   380,"",   510,"",    0.8,"",    0.7,"",    0.8,"",
"Language spoken most often at home","              Rusyn",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Serbo-Croatian",,   470,"",   220,"",   255,"",    0.4,"",    0.4,"",    0.4,"",
"Language spoken most often at home","                Bosnian",,    15,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","                Croatian",,    65,"",    30,"",    40,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","                Serbian",,   385,"",   180,"",   205,"",    0.3,"",    0.3,"",    0.3,"",
"Language spoken most often at home","                Serbo-Croatian, n.i.e.",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Slovak",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Slovene (Slovenian)",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Ukrainian",,    90,"",    45,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Slavic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Celtic languages",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Irish",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Scottish Gaelic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Welsh",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Celtic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Germanic languages",,   135,"",    65,"",    70,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","            Frisian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            High German languages",,    90,"",    40,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              German",,    85,"",    35,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Pennsylvania German",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Swiss German",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Yiddish",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Low Saxon-Low Franconian languages",,    25,"",    15,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Afrikaans",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Dutch",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Low German, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Low Saxon",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Plautdietsch",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Vlaams (Flemish)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Scandinavian languages",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Danish",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Icelandic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Norwegian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Swedish",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Germanic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Greek",,   485,"",   195,"",   290,"",    0.4,"",    0.4,"",    0.5,"",
"Language spoken most often at home","          Indo-Iranian languages",,  2190,"",  1055,"",  1135,"",    1.9,"",    2.0,"",    1.8,"",
"Language spoken most often at home","            Indo-Aryan languages",,   970,"",   515,"",   455,"",    0.8,"",    1.0,"",    0.7,"",
"Language spoken most often at home","              Assamese",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Bengali",,   140,"",    65,"",    70,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Gujarati",,    60,"",    25,"",    30,"",    0.1,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Hindi",,   420,"",   230,"",   195,"",    0.4,"",    0.4,"",    0.3,"",
"Language spoken most often at home","              Kacchi",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Kashmiri",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Konkani",,    10,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Marathi",,    85,"",    45,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Nepali",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Oriya languages",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","                Odia",,    10,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","                Oriya, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Punjabi (Panjabi)",,    60,"",    40,"",    20,"",    0.1,"",    0.1,"",    0.0,"",
"Language spoken most often at home","              Rohingya",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Sindhi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Sinhala (Sinhalese)",,    30,"",    25,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Urdu",,   120,"",    60,"",    60,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Indo-Aryan languages, n.i.e.",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Iranian languages",,  1220,"",   540,"",   680,"",    1.1,"",    1.0,"",    1.1,"",
"Language spoken most often at home","              Baluchi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Kurdish",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Parsi",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Pashto",,    15,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","              Persian languages",,  1170,"",   520,"",   655,"",    1.0,"",    1.0,"",    1.1,"",
"Language spoken most often at home","                Dari",,    10,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","                Iranian Persian",,  1080,"",   485,"",   595,"",    0.9,"",    0.9,"",    1.0,"",
"Language spoken most often at home","                Persian (Farsi), n.o.s.",,    85,"",    30,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Language spoken most often at home","              Iranian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Indo-Iranian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Italic (Romance) languages",,  5460,"",  2480,"",  2980,"",    4.7,"",    4.6,"",    4.8,"",
"Language spoken most often at home","            Catalan",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","            Italian",,   670,"",   255,"",   420,"",    0.6,"",    0.5,"",    0.7,"",
"Language spoken most often at home","            Portuguese",,  2200,"",  1050,"",  1150,"",    1.9,"",    2.0,"",    1.9,"",
"Language spoken most often at home","            Romanian",,   190,"",    85,"",   110,"",    0.2,"",    0.2,"",    0.2,"",
"Language spoken most often at home","            Spanish",,  2395,"",  1095,"",  1300,"",    2.1,"",    2.0,"",    2.1,"",
"Language spoken most often at home","            Italic (Romance) languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Indo-European languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Japanese",,   220,"",    75,"",   140,"",    0.2,"",    0.1,"",    0.2,"",
"Language spoken most often at home","        Korean",,  1010,"",   425,"",   580,"",    0.9,"",    0.8,"",    0.9,"",
"Language spoken most often at home","        Mongolian",,    20,"",     5,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","        Niger-Congo languages",,    65,"",    35,"",    30,"",    0.1,"",    0.1,"",    0.0,"",
"Language spoken most often at home","          Akan (Twi)",,    10,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Bamanankan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Edo",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Éwé",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Fulah (Pular, Pulaar, Fulfulde)",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ga",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ganda",,     5,"",     0,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Gikuyu",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Igbo",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Lingala",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Luba-Kasai",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Mòoré",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Mwani",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Ndebele",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Rundi (Kirundi)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Shona",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Soninke",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Sotho-Tswana languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Swahili",,    15,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Language spoken most often at home","          Wojenaka",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
