"Census Profile, 2021 Census of Population"
,,,"Etobicoke North [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Low income and income inequality in 2020","  65 years and over",, 17980,"",  8240,"",  9740,"",   15.6,"",   14.5,"",   16.6,"",
"Low income and income inequality in 2020","In low income based on the Low-income measure, after tax (LIM-AT)",, 14945,"",  7005,"",  7940,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  0 to 17 years",,  4410,"",  2195,"",  2215,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","    0 to 5 years",,  1490,"",   750,"",   740,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  18 to 64 years",,  7955,"",  3755,"",  4205,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  65 years and over",,  2580,"",  1060,"",  1525,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",,   13.0,"",   12.3,"",   13.6,"",   13.0,"",   12.3,"",   13.6,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,   19.3,"",   18.6,"",   20.0,"",   19.3,"",   18.6,"",   20.0,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,   21.4,"",   21.1,"",   21.8,"",   21.4,"",   21.1,"",   21.8,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,   10.7,"",   10.2,"",   11.1,"",   10.7,"",   10.2,"",   11.1,"",
"Low income and income inequality in 2020","  65 years and over (%)",,   14.4,"",   12.8,"",   15.6,"",   14.4,"",   12.8,"",   15.6,"",
"Low income and income inequality in 2020","Total - LICO low-income status in 2020 for the population in private households to whom the low-income concept is applicable - 100% data",33,115350,"", 56820,"", 58530,"",  100.0,"",  100.0,"",  100.0,"",
"Low income and income inequality in 2020","  0 to 17 years",, 22880,"", 11795,"", 11090,"",   19.8,"",   20.8,"",   18.9,"",
"Low income and income inequality in 2020","    0 to 5 years",,  6955,"",  3540,"",  3410,"",    6.0,"",    6.2,"",    5.8,"",
"Low income and income inequality in 2020","  18 to 64 years",, 74485,"", 36785,"", 37700,"",   64.6,"",   64.7,"",   64.4,"",
"Low income and income inequality in 2020","  65 years and over",, 17980,"",  8240,"",  9745,"",   15.6,"",   14.5,"",   16.6,"",
"Low income and income inequality in 2020","In low income based on the Low-income cut-offs, after tax (LICO-AT)",,  9255,"",  4845,"",  4415,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  0 to 17 years",,  2005,"",   995,"",  1015,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","    0 to 5 years",,   695,"",   330,"",   360,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  18 to 64 years",,  6510,"",  3525,"",  2985,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","  65 years and over",,   735,"",   325,"",   415,"",,"...",,"...",,"...",
"Low income and income inequality in 2020","Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",,    8.0,"",    8.5,"",    7.5,"",    8.0,"",    8.5,"",    7.5,"",
"Low income and income inequality in 2020","  0 to 17 years (%)",,    8.8,"",    8.4,"",    9.1,"",    8.8,"",    8.4,"",    9.1,"",
"Low income and income inequality in 2020","    0 to 5 years (%)",,   10.0,"",    9.4,"",   10.7,"",   10.0,"",    9.4,"",   10.7,"",
"Low income and income inequality in 2020","  18 to 64 years (%)",,    8.7,"",    9.6,"",    7.9,"",    8.7,"",    9.6,"",    7.9,"",
"Low income and income inequality in 2020","  65 years and over (%)",,    4.1,"",    3.9,"",    4.3,"",    4.1,"",    3.9,"",    4.3,"",
"Low income and income inequality in 2020","Total - Adjusted after-tax economic family income decile group for the population in private households - 100% data",34,115350,"", 56825,"", 58530,"",  100.0,"",  100.0,"",  100.0,"",
"Low income and income inequality in 2020","  In bottom half of the distribution",, 69745,"", 34015,"", 35730,"",   60.5,"",   59.9,"",   61.0,"",
"Low income and income inequality in 2020","    In bottom decile",, 14405,"",  7215,"",  7190,"",   12.5,"",   12.7,"",   12.3,"",
"Low income and income inequality in 2020","    In second decile",, 15445,"",  7415,"",  8030,"",   13.4,"",   13.0,"",   13.7,"",
"Low income and income inequality in 2020","    In third decile",, 14365,"",  6915,"",  7450,"",   12.5,"",   12.2,"",   12.7,"",
"Low income and income inequality in 2020","    In fourth decile",, 13305,"",  6420,"",  6885,"",   11.5,"",   11.3,"",   11.8,"",
"Low income and income inequality in 2020","    In fifth decile",, 12225,"",  6045,"",  6175,"",   10.6,"",   10.6,"",   10.6,"",
"Low income and income inequality in 2020","  In top half of the distribution",, 45605,"", 22805,"", 22800,"",   39.5,"",   40.1,"",   39.0,"",
"Low income and income inequality in 2020","    In sixth decile",, 11540,"",  5680,"",  5860,"",   10.0,"",   10.0,"",   10.0,"",
"Low income and income inequality in 2020","    In seventh decile",, 11070,"",  5450,"",  5615,"",    9.6,"",    9.6,"",    9.6,"",
"Low income and income inequality in 2020","    In eighth decile",,  9890,"",  5040,"",  4850,"",    8.6,"",    8.9,"",    8.3,"",
"Low income and income inequality in 2020","    In ninth decile",,  8605,"",  4310,"",  4295,"",    7.5,"",    7.6,"",    7.3,"",
"Low income and income inequality in 2020","    In top decile",,  4495,"",  2320,"",  2175,"",    3.9,"",    4.1,"",    3.7,"",
"Low income and income inequality in 2020","Total - Inequality measures for the population in private households - 100% data",35,115350,"",,"...",,"...",115350,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household total income",,    0.289,"",,"...",,"...",    0.289,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household market income",,    0.454,"",,"...",,"...",    0.454,"",,"...",,"...",
"Low income and income inequality in 2020","  Gini index on adjusted household after-tax income",,    0.258,"",,"...",,"...",    0.258,"",,"...",,"...",
"Low income and income inequality in 2020","  P90/P10 ratio on adjusted household after-tax income",,    3.4,"",,"...",,"...",    3.4,"",,"...",,"...",
"Knowledge of official languages","Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",36,115520,"", 56920,"", 58605,"",  100.0,"",  100.0,"",  100.0,"",
"Knowledge of official languages","  English only",,105085,"", 52650,"", 52435,"",   91.0,"",   92.5,"",   89.5,"",
"Knowledge of official languages","  French only",,   155,"",    65,"",    90,"",    0.1,"",    0.1,"",    0.2,"",
"Knowledge of official languages","  English and French",,  4820,"",  2140,"",  2675,"",    4.2,"",    3.8,"",    4.6,"",
"Knowledge of official languages","  Neither English nor French",,  5460,"",  2060,"",  3395,"",    4.7,"",    3.6,"",    5.8,"",
"First official language spoken","Total - First official language spoken for the total population excluding institutional residents - 100% data",37,115520,"", 56920,"", 58605,"",  100.0,"",  100.0,"",  100.0,"",
"First official language spoken","  English",,108290,"", 54000,"", 54285,"",   93.7,"",   94.9,"",   92.6,"",
"First official language spoken","  French",,  1110,"",   535,"",   575,"",    1.0,"",    0.9,"",    1.0,"",
"First official language spoken","  English and French",,   770,"",   365,"",   400,"",    0.7,"",    0.6,"",    0.7,"",
"First official language spoken","  Neither English nor French",,  5360,"",  2015,"",  3345,"",    4.6,"",    3.5,"",    5.7,"",
"Mother tongue","Total - Mother tongue for the total population excluding institutional residents - 100% data",38,115520,"", 56920,"", 58605,"",  100.0,"",  100.0,"",  100.0,"",
"Mother tongue","  Single responses",,106195,"", 52280,"", 53915,"",   91.9,"",   91.8,"",   92.0,"",
"Mother tongue","    Official languages",, 52200,"", 25955,"", 26250,"",   45.2,"",   45.6,"",   44.8,"",
"Mother tongue","      English",, 51340,"", 25540,"", 25795,"",   44.4,"",   44.9,"",   44.0,"",
"Mother tongue","      French",,   865,"",   415,"",   450,"",    0.7,"",    0.7,"",    0.8,"",
"Mother tongue","    Non-official languages",, 53995,"", 26325,"", 27670,"",   46.7,"",   46.2,"",   47.2,"",
"Mother tongue","      Indigenous languages",39,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Algonquian languages",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Blackfoot",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cree-Innu languages",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Atikamekw",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Cree languages",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ililimowin (Moose Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Inu Ayimun (Southern East Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nehinawewin (Swampy Cree)",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nehiyawewin (Plains Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Nihithawiwin (Woods Cree)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Cree, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Innu (Montagnais)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Naskapi",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Eastern Algonquian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Mi'kmaq",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Wolastoqewi (Malecite)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ojibway-Potawatomi languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Anicinabemowin (Algonquin)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Oji-Cree",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Ojibway languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Anishinaabemowin (Chippewa)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Daawaamwin (Odawa)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Saulteau (Western Ojibway)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Ojibway, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Algonquian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Athabaskan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Northern Athabaskan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dakelh (Carrier)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dane-zaa (Beaver)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Dene, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Gwich'in",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Slavey-Hare languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Slavey, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tahltan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Kaska (Nahani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Tahltan",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tlicho (Dogrib)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tse'khene (Sekani)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tsilhqot'in (Chilcotin)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tutchone languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Northern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Southern Tutchone",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Tutchone, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Wetsuwet'en-Babine",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tlingit",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Athabaskan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Haida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Inuktut (Inuit) languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Inuinnaqtun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Inuvialuktun",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuktitut",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Inuktut (Inuit) languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Iroquoian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cayuga",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Mohawk",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Oneida",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Iroquoian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Ktunaxa (Kutenai)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Michif",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Salish languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Halkomelem",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Lillooet",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ntlakapamux (Thompson)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Secwepemctsin (Shuswap)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Squamish",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Straits",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Syilx (Okanagan)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Salish languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Siouan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Assiniboine",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dakota",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Stoney",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Siouan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Tsimshian languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Gitxsan (Gitksan)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nisga'a",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tsimshian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Wakashan languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Haisla",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Heiltsuk",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kwak'wala (Kwakiutl)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Nuu-chah-nulth (Nootka)",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Wakashan languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indigenous languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indigenous languages, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","      Non-Indigenous languages",, 53985,"", 26325,"", 27660,"",   46.7,"",   46.2,"",   47.2,"",
"Mother tongue","        Afro-Asiatic languages",,  8620,"",  4125,"",  4490,"",    7.5,"",    7.2,"",    7.7,"",
"Mother tongue","          Berber languages",,     5,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Kabyle",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Tamazight",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Berber languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Chadic languages",,    30,"",    25,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Hausa",,    35,"",    25,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Mina",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Coptic",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cushitic languages",,  3120,"",  1435,"",  1685,"",    2.7,"",    2.5,"",    2.9,"",
"Mother tongue","            Bilen",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Oromo",,    35,"",    20,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Somali",,  3080,"",  1415,"",  1665,"",    2.7,"",    2.5,"",    2.8,"",
"Mother tongue","            Cushitic languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Semitic languages",,  5455,"",  2660,"",  2795,"",    4.7,"",    4.7,"",    4.8,"",
"Mother tongue","            Amharic",,   155,"",    75,"",    85,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","            Arabic",,  1845,"",   950,"",   900,"",    1.6,"",    1.7,"",    1.5,"",
"Mother tongue","            Aramaic languages",,  3100,"",  1480,"",  1625,"",    2.7,"",    2.6,"",    2.8,"",
"Mother tongue","              Assyrian Neo-Aramaic",,  2475,"",  1160,"",  1310,"",    2.1,"",    2.0,"",    2.2,"",
"Mother tongue","              Chaldean Neo-Aramaic",,   570,"",   280,"",   290,"",    0.5,"",    0.5,"",    0.5,"",
"Mother tongue","              Aramaic, n.o.s.",,    65,"",    40,"",    25,"",    0.1,"",    0.1,"",    0.0,"",
"Mother tongue","            Harari",,    15,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Hebrew",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Maltese",,    90,"",    40,"",    50,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","            Tigrigna",,   240,"",   105,"",   135,"",    0.2,"",    0.2,"",    0.2,"",
"Mother tongue","            Semitic languages, n.i.e.",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Austro-Asiatic languages",,  1205,"",   525,"",   675,"",    1.0,"",    0.9,"",    1.2,"",
"Mother tongue","          Khmer (Cambodian)",,    55,"",    25,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Vietnamese",,  1140,"",   495,"",   645,"",    1.0,"",    0.9,"",    1.1,"",
"Mother tongue","          Austro-Asiatic languages, n.i.e",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Austronesian languages",,  3455,"",  1440,"",  2010,"",    3.0,"",    2.5,"",    3.4,"",
"Mother tongue","          Bikol",,    10,"",     5,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Bisaya, n.o.s.",,    45,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Cebuano",,    95,"",    40,"",    60,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Fijian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Hiligaynon",,    45,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Ilocano",,   335,"",   135,"",   195,"",    0.3,"",    0.2,"",    0.3,"",
"Mother tongue","          Indonesian",,    35,"",    15,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kankanaey",,    20,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Kinaray-a",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malagasy languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Merina",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Malagasy, n.o.s.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malay",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Pampangan (Kapampangan, Pampango)",,    20,"",    10,"",    10,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Pangasinan",,    30,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Tagalog (Pilipino, Filipino)",,  2770,"",  1150,"",  1620,"",    2.4,"",    2.0,"",    2.8,"",
"Mother tongue","          Waray-Waray",,    15,"",    10,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Austronesian languages, n.i.e.",,    25,"",    10,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Creole languages",,   355,"",   160,"",   195,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","          Haitian Creole",,   120,"",    55,"",    65,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Jamaican English Creole",,    30,"",    15,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Krio",,     5,"",     5,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Morisyen",,   105,"",    50,"",    55,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Sango",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Creole, n.o.s.",,    65,"",    25,"",    40,"",    0.1,"",    0.0,"",    0.1,"",
"Mother tongue","          Creole languages, n.i.e.",,    35,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Dravidian languages",,  2525,"",  1280,"",  1250,"",    2.2,"",    2.2,"",    2.1,"",
"Mother tongue","          Kannada",,    55,"",    25,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Malayalam",,   340,"",   180,"",   165,"",    0.3,"",    0.3,"",    0.3,"",
"Mother tongue","          Tamil",,  1930,"",   960,"",   970,"",    1.7,"",    1.7,"",    1.7,"",
"Mother tongue","          Telugu",,   200,"",   110,"",    85,"",    0.2,"",    0.2,"",    0.1,"",
"Mother tongue","          Tulu",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","          Dravidian languages, n.i.e.",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Georgian",,     5,"",     0,"",     5,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Hmong-Mien languages",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","        Indo-European languages",, 32895,"", 16470,"", 16425,"",   28.5,"",   28.9,"",   28.0,"",
"Mother tongue","          Albanian",,   290,"",   150,"",   140,"",    0.3,"",    0.3,"",    0.2,"",
"Mother tongue","          Armenian",,    90,"",    45,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Mother tongue","          Balto-Slavic languages",,  2230,"",  1035,"",  1195,"",    1.9,"",    1.8,"",    2.0,"",
"Mother tongue","            Baltic languages",,    40,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Latvian",,     5,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Lithuanian",,    40,"",    15,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","            Slavic languages",,  2190,"",  1015,"",  1175,"",    1.9,"",    1.8,"",    2.0,"",
"Mother tongue","              Belarusian",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Bulgarian",,    50,"",    25,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Czech",,    45,"",    20,"",    25,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Macedonian",,    35,"",    20,"",    15,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Polish",,   780,"",   365,"",   420,"",    0.7,"",    0.6,"",    0.7,"",
"Mother tongue","              Russian",,   285,"",   130,"",   155,"",    0.2,"",    0.2,"",    0.3,"",
"Mother tongue","              Rusyn",,     0,"",     0,"",     0,"",    0.0,"",    0.0,"",    0.0,"",
"Mother tongue","              Serbo-Croatian",,   605,"",   280,"",   325,"",    0.5,"",    0.5,"",    0.6,"",
"Mother tongue","                Bosnian",,    45,"",    30,"",    15,"",    0.0,"",    0.1,"",    0.0,"",
"Mother tongue","                Croatian",,   450,"",   190,"",   255,"",    0.4,"",    0.3,"",    0.4,"",
"Mother tongue","                Serbian",,   115,"",    55,"",    55,"",    0.1,"",    0.1,"",    0.1,"",
